GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 296,Opening Balance Loans," 68,986.00 ", Loan , 40 ,LN000040
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 306,Opening Balance Loans," 30,500.00 ", Loan , 41 ,LN000041
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 102 ,Opening Balance Loans," 178,825.00 ", Loan , 42 ,LN000042
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 243,Opening Balance Loans," 452,042.00 ", Loan , 43 ,LN000043
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 235,Opening Balance Loans," 297,533.00 ", Loan , 44 ,LN000044
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 116,Opening Balance Loans," 1,476,807.00 ", Loan , 45 ,LN000045
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 309,Opening Balance Loans," 71,963.00 ", Loan , 46 ,LN000046
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 103,Opening Balance Loans," 111,229.00 ", Loan , 47 ,LN000047
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 302,Opening Balance Loans," 47,750.00 ", Loan , 48 ,LN000048
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 112,Opening Balance Loans," 70,830.00 ", Loan , 49 ,LN000049
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 101,Opening Balance Loans," 254,750.00 ", Loan , 50 ,LN000050
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 292,Opening Balance Loans," 247,943.00 ", Loan , 51 ,LN000051
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 255,Opening Balance Loans," 68,025.00 ", Loan , 52 ,LN000052
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 316 ,Opening Balance Loans," 3,510.00 ", Loan , 53 ,LN000053
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 169,Opening Balance Loans," 256,978.00 ", Loan , 54 ,LN000054
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 331,Opening Balance Loans," 22,000.00 ", Loan , 55 ,LN000055
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 056,Opening Balance Loans," 157,000.00 ", Loan , 56 ,LN000056
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 176,Opening Balance Loans," 502,532.00 ", Loan , 57 ,LN000057
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 105,Opening Balance Loans," 32,500.00 ", Loan , 58 ,LN000058
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 213,Opening Balance Loans," 87,000.00 ", Loan , 59 ,LN000059
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 205,Opening Balance Loans," 160,324.00 ", Loan , 60 ,LN000060
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 210,Opening Balance Loans," 157,640.00 ", Loan , 61 ,LN000061
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 149,Opening Balance Loans," 40,000.00 ", Loan , 62 ,LN000062
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 317,Opening Balance Loans," 41,162.00 ", Loan , 63 ,LN000063
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 181,Opening Balance Loans," 147,192.00 ", Loan , 64 ,LN000064
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 180,Opening Balance Loans," 7,500.00 ", Loan , 65 ,LN000065
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 278,Opening Balance Loans," 2,003.00 ", Loan , 66 ,LN000066
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 310,Opening Balance Loans," 189,912.00 ", Loan , 67 ,LN000067
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 002,Opening Balance Loans," 862,750.00 ", Loan , 68 ,LN000068
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 239,Opening Balance Loans," 23,518.00 ", Loan , 69 ,LN000069
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 131,Opening Balance Loans," 298,000.00 ", Loan , 70 ,LN000070
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 284,Opening Balance Loans," 98,541.00 ", Loan , 71 ,LN000071
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 065,Opening Balance Loans," 1,200,000.00 ", Loan , 72 ,LN000072
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 246,Opening Balance Loans," 94,900.00 ", Loan , 73 ,LN000073
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 344,Opening Balance Loans," 27,300.00 ", Loan , 74 ,LN000074
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 311,Opening Balance Loans," 87,896.00 ", Loan , 75 ,LN000075
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 111,Opening Balance Loans," 45,000.00 ", Loan , 76 ,LN000076
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 198,Opening Balance Loans," 75,000.00 ", Loan , 77 ,LN000077
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 334,Opening Balance Loans," 14,973.00 ", Loan , 78 ,LN000078
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 329,Opening Balance Loans," 66,664.00 ", Loan , 79 ,LN000079
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 124,Opening Balance Loans," 63,087.00 ", Loan , 80 ,LN000080
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 276,Opening Balance Loans," 72,344.00 ", Loan , 81 ,LN000081
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 347,Opening Balance Loans," 118,119.00 ", Loan , 82 ,LN000082
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 305,Opening Balance Loans," 161,923.00 ", Loan , 83 ,LN000083
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 312,Opening Balance Loans," 3,050.00 ", Loan , 84 ,LN000084
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 144,Opening Balance Loans," 637,000.00 ", Loan , 85 ,LN000085
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 076,Opening Balance Loans," 293,000.00 ", Loan , 86 ,LN000086
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 282,Opening Balance Loans," 70,000.00 ", Loan , 87 ,LN000087
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 156,Opening Balance Loans," 30,000.00 ", Loan , 88 ,LN000088
GENERAL,OPENBAL,01/08/2021,OPENBALLOAN,Member,GS 199,Opening Balance Loans," 313,389.00 ", Loan , 89 ,LN000089
,,,,,,,,,,
