GENERAL,OPEN BAL,1,Customer,0001,01/01/2020,Open Bal With,Opening Balance Withdrawable,"212,079.09 ",Savings
GENERAL,OPEN BAL,2,Customer,0002,01/01/2020,Open Bal With,Opening Balance Withdrawable,"29,361.26 ",Savings
GENERAL,OPEN BAL,3,Customer,0003,01/01/2020,Open Bal With,Opening Balance Withdrawable,"236,041.94 ",Savings
GENERAL,OPEN BAL,4,Customer,0004,01/01/2020,Open Bal With,Opening Balance Withdrawable,(562.34),Savings
GENERAL,OPEN BAL,5,Customer,0005,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(16,000.00)",Savings
GENERAL,OPEN BAL,6,Customer,0006,01/01/2020,Open Bal With,Opening Balance Withdrawable,(10.00),Savings
GENERAL,OPEN BAL,7,Customer,0007,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(2,200.00)",Savings
GENERAL,OPEN BAL,8,Customer,0008,01/01/2020,Open Bal With,Opening Balance Withdrawable,"149,437.30 ",Savings
GENERAL,OPEN BAL,9,Customer,0009,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(7,724.00)",Savings
GENERAL,OPEN BAL,10,Customer,0010,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(12,972.00)",Savings
GENERAL,OPEN BAL,11,Customer,0012,01/01/2020,Open Bal With,Opening Balance Withdrawable,"14,018.20 ",Savings
GENERAL,OPEN BAL,12,Customer,0013,01/01/2020,Open Bal With,Opening Balance Withdrawable,100.00 ,Savings
GENERAL,OPEN BAL,13,Customer,0014,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(73,220.00)",Savings
GENERAL,OPEN BAL,14,Customer,0015,01/01/2020,Open Bal With,Opening Balance Withdrawable,(620.04),Savings
GENERAL,OPEN BAL,15,Customer,0017,01/01/2020,Open Bal With,Opening Balance Withdrawable,(31.00),Savings
GENERAL,OPEN BAL,16,Customer,0018,01/01/2020,Open Bal With,Opening Balance Withdrawable,"4,084.00 ",Savings
GENERAL,OPEN BAL,17,Customer,0019,01/01/2020,Open Bal With,Opening Balance Withdrawable,(35.30),Savings
GENERAL,OPEN BAL,18,Customer,0023,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(50,731.26)",Savings
GENERAL,OPEN BAL,19,Customer,0024,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(6,601.00)",Savings
GENERAL,OPEN BAL,20,Customer,0025,01/01/2020,Open Bal With,Opening Balance Withdrawable,"2,632,845.44 ",Savings
GENERAL,OPEN BAL,21,Customer,0026,01/01/2020,Open Bal With,Opening Balance Withdrawable,183.60 ,Savings
GENERAL,OPEN BAL,22,Customer,0027,01/01/2020,Open Bal With,Opening Balance Withdrawable,(200.00),Savings
GENERAL,OPEN BAL,23,Customer,0030,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(15,241.23)",Savings
GENERAL,OPEN BAL,24,Customer,0031,01/01/2020,Open Bal With,Opening Balance Withdrawable,(200.00),Savings
GENERAL,OPEN BAL,25,Customer,0032,01/01/2020,Open Bal With,Opening Balance Withdrawable,"390,911.73 ",Savings
GENERAL,OPEN BAL,26,Customer,0035,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(1,290.00)",Savings
GENERAL,OPEN BAL,27,Customer,0038,01/01/2020,Open Bal With,Opening Balance Withdrawable,"52,172.67 ",Savings
GENERAL,OPEN BAL,28,Customer,0039,01/01/2020,Open Bal With,Opening Balance Withdrawable,"72,052.39 ",Savings
GENERAL,OPEN BAL,29,Customer,0041,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(68,200.00)",Savings
GENERAL,OPEN BAL,30,Customer,0042,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(2,000.00)",Savings
GENERAL,OPEN BAL,31,Customer,0050,01/01/2020,Open Bal With,Opening Balance Withdrawable,"11,224.00 ",Savings
GENERAL,OPEN BAL,32,Customer,0051,01/01/2020,Open Bal With,Opening Balance Withdrawable,"16,901.98 ",Savings
GENERAL,OPEN BAL,33,Customer,0052,01/01/2020,Open Bal With,Opening Balance Withdrawable,(59.00),Savings
GENERAL,OPEN BAL,34,Customer,0053,01/01/2020,Open Bal With,Opening Balance Withdrawable,"15,287.08 ",Savings
GENERAL,OPEN BAL,35,Customer,0055,01/01/2020,Open Bal With,Opening Balance Withdrawable,"23,415.23 ",Savings
GENERAL,OPEN BAL,36,Customer,0057,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(10,188.98)",Savings
GENERAL,OPEN BAL,37,Customer,0058,01/01/2020,Open Bal With,Opening Balance Withdrawable,"143,693.16 ",Savings
GENERAL,OPEN BAL,38,Customer,0059,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(5,550.00)",Savings
GENERAL,OPEN BAL,39,Customer,0060,01/01/2020,Open Bal With,Opening Balance Withdrawable,(100.00),Savings
GENERAL,OPEN BAL,40,Customer,0062,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(34,678.00)",Savings
GENERAL,OPEN BAL,41,Customer,0063,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(7,570.82)",Savings
GENERAL,OPEN BAL,42,Customer,0065,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(9,285.00)",Savings
GENERAL,OPEN BAL,43,Customer,0067,01/01/2020,Open Bal With,Opening Balance Withdrawable,"32,018.44 ",Savings
GENERAL,OPEN BAL,44,Customer,0068,01/01/2020,Open Bal With,Opening Balance Withdrawable,(900.00),Savings
GENERAL,OPEN BAL,45,Customer,0070,01/01/2020,Open Bal With,Opening Balance Withdrawable,"3,600.00 ",Savings
GENERAL,OPEN BAL,46,Customer,0075,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(29,619.02)",Savings
GENERAL,OPEN BAL,47,Customer,0079,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(14,860.00)",Savings
GENERAL,OPEN BAL,48,Customer,0081,01/01/2020,Open Bal With,Opening Balance Withdrawable,"(97,265.95)",Savings
GENERAL,OPEN BAL,49,Customer,0082,01/01/2020,Open Bal With,Opening Balance Withdrawable,(900.00),Savings
GENERAL,OPEN BAL,50,Customer,0083,01/01/2020,Open Bal With,Opening Balance Withdrawable,(165.10),Savings
