GENERAL,OPEN BAL,0,Customer,0003,01/01/2020,Open Bal Stage,Opening Balance Stage,"2,000.00 ",Stage
GENERAL,OPEN BAL,1,Customer,0007,01/01/2020,Open Bal Stage,Opening Balance Stage,"(57,150.00)",Stage
GENERAL,OPEN BAL,2,Customer,0013,01/01/2020,Open Bal Stage,Opening Balance Stage,100.00 ,Stage
GENERAL,OPEN BAL,3,Customer,0026,01/01/2020,Open Bal Stage,Opening Balance Stage,"(43,300.00)",Stage
GENERAL,OPEN BAL,4,Customer,0030,01/01/2020,Open Bal Stage,Opening Balance Stage,"(30,650.00)",Stage
GENERAL,OPEN BAL,5,Customer,0038,01/01/2020,Open Bal Stage,Opening Balance Stage,450.00 ,Stage
GENERAL,OPEN BAL,6,Customer,0041,01/01/2020,Open Bal Stage,Opening Balance Stage,"(4,300.00)",Stage
GENERAL,OPEN BAL,7,Customer,0062,01/01/2020,Open Bal Stage,Opening Balance Stage,"(31,550.00)",Stage
GENERAL,OPEN BAL,8,Customer,0063,01/01/2020,Open Bal Stage,Opening Balance Stage,"(11,100.00)",Stage
GENERAL,OPEN BAL,9,Customer,0075,01/01/2020,Open Bal Stage,Opening Balance Stage,"(10,700.00)",Stage
GENERAL,OPEN BAL,10,Customer,0079,01/01/2020,Open Bal Stage,Opening Balance Stage,"(5,650.00)",Stage
GENERAL,OPEN BAL,11,Customer,0081,01/01/2020,Open Bal Stage,Opening Balance Stage,"(59,600.00)",Stage
GENERAL,OPEN BAL,12,Customer,0082,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,050.00)",Stage
GENERAL,OPEN BAL,13,Customer,0095,01/01/2020,Open Bal Stage,Opening Balance Stage,"(26,900.00)",Stage
GENERAL,OPEN BAL,14,Customer,0104,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,900.00)",Stage
GENERAL,OPEN BAL,15,Customer,0109,01/01/2020,Open Bal Stage,Opening Balance Stage,"(32,150.00)",Stage
GENERAL,OPEN BAL,16,Customer,0114,01/01/2020,Open Bal Stage,Opening Balance Stage,"(45,300.00)",Stage
GENERAL,OPEN BAL,17,Customer,0118,01/01/2020,Open Bal Stage,Opening Balance Stage,"(6,800.00)",Stage
GENERAL,OPEN BAL,18,Customer,0125,01/01/2020,Open Bal Stage,Opening Balance Stage,"(14,400.00)",Stage
GENERAL,OPEN BAL,19,Customer,0141,01/01/2020,Open Bal Stage,Opening Balance Stage,(400.00),Stage
GENERAL,OPEN BAL,20,Customer,0182,01/01/2020,Open Bal Stage,Opening Balance Stage,"(13,850.00)",Stage
GENERAL,OPEN BAL,21,Customer,0183,01/01/2020,Open Bal Stage,Opening Balance Stage,100.00 ,Stage
GENERAL,OPEN BAL,22,Customer,0190,01/01/2020,Open Bal Stage,Opening Balance Stage,"(19,200.00)",Stage
GENERAL,OPEN BAL,23,Customer,0195,01/01/2020,Open Bal Stage,Opening Balance Stage,"(18,950.00)",Stage
GENERAL,OPEN BAL,24,Customer,0198,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,25,Customer,0203,01/01/2020,Open Bal Stage,Opening Balance Stage,"(7,700.00)",Stage
GENERAL,OPEN BAL,26,Customer,0214,01/01/2020,Open Bal Stage,Opening Balance Stage,400.00 ,Stage
GENERAL,OPEN BAL,27,Customer,0225,01/01/2020,Open Bal Stage,Opening Balance Stage,(400.00),Stage
GENERAL,OPEN BAL,28,Customer,0242,01/01/2020,Open Bal Stage,Opening Balance Stage,"(34,500.00)",Stage
GENERAL,OPEN BAL,29,Customer,0243,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,30,Customer,0245,01/01/2020,Open Bal Stage,Opening Balance Stage,700.00 ,Stage
GENERAL,OPEN BAL,31,Customer,0254,01/01/2020,Open Bal Stage,Opening Balance Stage,"(5,250.00)",Stage
GENERAL,OPEN BAL,32,Customer,0272,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,33,Customer,0291,01/01/2020,Open Bal Stage,Opening Balance Stage,(900.00),Stage
GENERAL,OPEN BAL,34,Customer,0317,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,35,Customer,0343,01/01/2020,Open Bal Stage,Opening Balance Stage,(400.00),Stage
GENERAL,OPEN BAL,36,Customer,0358,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,37,Customer,0373,01/01/2020,Open Bal Stage,Opening Balance Stage,"(16,750.00)",Stage
GENERAL,OPEN BAL,38,Customer,0376,01/01/2020,Open Bal Stage,Opening Balance Stage,100.00 ,Stage
GENERAL,OPEN BAL,39,Customer,0390,01/01/2020,Open Bal Stage,Opening Balance Stage,(900.00),Stage
GENERAL,OPEN BAL,40,Customer,0407,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,000.00)",Stage
GENERAL,OPEN BAL,41,Customer,0413,01/01/2020,Open Bal Stage,Opening Balance Stage,(750.00),Stage
GENERAL,OPEN BAL,42,Customer,0414,01/01/2020,Open Bal Stage,Opening Balance Stage,"(2,000.00)",Stage
GENERAL,OPEN BAL,43,Customer,0434,01/01/2020,Open Bal Stage,Opening Balance Stage,"(11,150.00)",Stage
GENERAL,OPEN BAL,44,Customer,0452,01/01/2020,Open Bal Stage,Opening Balance Stage,"(37,150.00)",Stage
GENERAL,OPEN BAL,45,Customer,0460,01/01/2020,Open Bal Stage,Opening Balance Stage,(400.00),Stage
GENERAL,OPEN BAL,46,Customer,0461,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,000.00)",Stage
GENERAL,OPEN BAL,47,Customer,0464,01/01/2020,Open Bal Stage,Opening Balance Stage,"(5,000.00)",Stage
GENERAL,OPEN BAL,48,Customer,0489,01/01/2020,Open Bal Stage,Opening Balance Stage,(400.00),Stage
GENERAL,OPEN BAL,49,Customer,0509,01/01/2020,Open Bal Stage,Opening Balance Stage,"(8,600.00)",Stage
GENERAL,OPEN BAL,50,Customer,0520,01/01/2020,Open Bal Stage,Opening Balance Stage,"(18,800.00)",Stage
GENERAL,OPEN BAL,51,Customer,0528,01/01/2020,Open Bal Stage,Opening Balance Stage,"(13,550.00)",Stage
GENERAL,OPEN BAL,52,Customer,0535,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,400.00)",Stage
GENERAL,OPEN BAL,53,Customer,0539,01/01/2020,Open Bal Stage,Opening Balance Stage,(50.00),Stage
GENERAL,OPEN BAL,54,Customer,0554,01/01/2020,Open Bal Stage,Opening Balance Stage,"(34,450.00)",Stage
GENERAL,OPEN BAL,55,Customer,0565,01/01/2020,Open Bal Stage,Opening Balance Stage,"(1,700.00)",Stage
GENERAL,OPEN BAL,56,Customer,0580,01/01/2020,Open Bal Stage,Opening Balance Stage,"(12,900.00)",Stage
GENERAL,OPEN BAL,57,Customer,0592,01/01/2020,Open Bal Stage,Opening Balance Stage,(300.00),Stage
GENERAL,OPEN BAL,58,Customer,0600,01/01/2020,Open Bal Stage,Opening Balance Stage,(100.00),Stage
GENERAL,OPEN BAL,59,Customer,0603,01/01/2020,Open Bal Stage,Opening Balance Stage,(600.00),Stage
GENERAL,OPEN BAL,60,Customer,0611,01/01/2020,Open Bal Stage,Opening Balance Stage,"(4,150.00)",Stage
GENERAL,OPEN BAL,61,Customer,0615,01/01/2020,Open Bal Stage,Opening Balance Stage,"(13,850.00)",Stage
GENERAL,OPEN BAL,62,Customer,0650,01/01/2020,Open Bal Stage,Opening Balance Stage,(600.00),Stage
GENERAL,OPEN BAL,63,Customer,0663,01/01/2020,Open Bal Stage,Opening Balance Stage,(300.00),Stage
GENERAL,OPEN BAL,64,Customer,0664,01/01/2020,Open Bal Stage,Opening Balance Stage,"(20,200.00)",Stage
GENERAL,OPEN BAL,65,Customer,0684,01/01/2020,Open Bal Stage,Opening Balance Stage,(200.00),Stage
GENERAL,OPEN BAL,66,Customer,0691,01/01/2020,Open Bal Stage,Opening Balance Stage,"(5,400.00)",Stage
