GENERAL,OPEN BAL,0,Customer,0277,01/01/2020,Open Bal Loan,Opening Balance Loan,"12,150.00",Loan,000528
GENERAL,OPEN BAL,1,Customer,0608,01/01/2020,Open Bal Loan,Opening Balance Loan,500.00,Loan,000655
GENERAL,OPEN BAL,2,Customer,0548,01/01/2020,Open Bal Loan,Opening Balance Loan,684.00,Loan,000659
GENERAL,OPEN BAL,3,Customer,0051,01/01/2020,Open Bal Loan,Opening Balance Loan,"48,636.00",Loan,000661
GENERAL,OPEN BAL,4,Customer,0119,01/01/2020,Open Bal Loan,Opening Balance Loan,"91,946.00",Loan,000663
GENERAL,OPEN BAL,5,Customer,0174,01/01/2020,Open Bal Loan,Opening Balance Loan,"47,614.00",Loan,000701
GENERAL,OPEN BAL,6,Customer,0559,01/01/2020,Open Bal Loan,Opening Balance Loan,256.00,Loan,000726
GENERAL,OPEN BAL,7,Customer,0094,01/01/2020,Open Bal Loan,Opening Balance Loan,"60,994.00",Loan,000747
GENERAL,OPEN BAL,8,Customer,0539,01/01/2020,Open Bal Loan,Opening Balance Loan,"4,693.00",Loan,000753
GENERAL,OPEN BAL,9,Customer,0705,01/01/2020,Open Bal Loan,Opening Balance Loan,"24,928.00",Loan,000755
GENERAL,OPEN BAL,10,Customer,0050,01/01/2020,Open Bal Loan,Opening Balance Loan,"86,072.00",Loan,000762
GENERAL,OPEN BAL,11,Customer,0004,01/01/2020,Open Bal Loan,Opening Balance Loan,"31,795.00",Loan,000766
GENERAL,OPEN BAL,12,Customer,0014,01/01/2020,Open Bal Loan,Opening Balance Loan,"50,500.00",Loan,000771
GENERAL,OPEN BAL,13,Customer,0008,01/01/2020,Open Bal Loan,Opening Balance Loan,"80,887.00",Loan,000773
GENERAL,OPEN BAL,14,Customer,0262,01/01/2020,Open Bal Loan,Opening Balance Loan,"101,000.00",Loan,000775
GENERAL,OPEN BAL,15,Customer,0125,01/01/2020,Open Bal Loan,Opening Balance Loan,"101,000.00",Loan,000777
GENERAL,OPEN BAL,16,Customer,0092,01/01/2020,Open Bal Loan,Opening Balance Loan,"100,000.00",Loan,000778
GENERAL,OPEN BAL,17,Customer,0693,01/01/2020,Open Bal Loan,Opening Balance Loan,"91,877.00",Loan,000780
GENERAL,OPEN BAL,18,Customer,0095,01/01/2020,Open Bal Loan,Opening Balance Loan,"96,051.00",Loan,000785
GENERAL,OPEN BAL,19,Customer,0242,01/01/2020,Open Bal Loan,Opening Balance Loan,"96,761.00",Loan,000786
GENERAL,OPEN BAL,20,Customer,0091,01/01/2020,Open Bal Loan,Opening Balance Loan,"33,416.00",Loan,000456
GENERAL,OPEN BAL,21,Customer,0360,01/01/2020,Open Bal Loan,Opening Balance Loan,"37,522.00",Loan,000511
GENERAL,OPEN BAL,22,Customer,0083,01/01/2020,Open Bal Loan,Opening Balance Loan,"218,304.00",Loan,000530
GENERAL,OPEN BAL,23,Customer,0025,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,858,813.00",Loan,000558
GENERAL,OPEN BAL,24,Customer,0063,01/01/2020,Open Bal Loan,Opening Balance Loan,"318,679.00",Loan,000566
GENERAL,OPEN BAL,25,Customer,0051,01/01/2020,Open Bal Loan,Opening Balance Loan,"432,261.00",Loan,000576
GENERAL,OPEN BAL,26,Customer,0057,01/01/2020,Open Bal Loan,Opening Balance Loan,"129,911.00",Loan,000577
GENERAL,OPEN BAL,27,Customer,0030,01/01/2020,Open Bal Loan,Opening Balance Loan,"60,403.00",Loan,000591
GENERAL,OPEN BAL,28,Customer,0272,01/01/2020,Open Bal Loan,Opening Balance Loan,"103,937.00",Loan,000613
GENERAL,OPEN BAL,29,Customer,0114,01/01/2020,Open Bal Loan,Opening Balance Loan,"358,453.00",Loan,000617
GENERAL,OPEN BAL,30,Customer,0291,01/01/2020,Open Bal Loan,Opening Balance Loan,"30,833.00",Loan,000618
GENERAL,OPEN BAL,31,Customer,0633,01/01/2020,Open Bal Loan,Opening Balance Loan,47.00,Loan,000619
GENERAL,OPEN BAL,32,Customer,0119,01/01/2020,Open Bal Loan,Opening Balance Loan,"216,237.00",Loan,000630
GENERAL,OPEN BAL,33,Customer,0062,01/01/2020,Open Bal Loan,Opening Balance Loan,"573,519.00",Loan,000654
GENERAL,OPEN BAL,34,Customer,0094,01/01/2020,Open Bal Loan,Opening Balance Loan,"127,889.00",Loan,000670
GENERAL,OPEN BAL,35,Customer,0242,01/01/2020,Open Bal Loan,Opening Balance Loan,"112,376.00",Loan,000671
GENERAL,OPEN BAL,36,Customer,0171,01/01/2020,Open Bal Loan,Opening Balance Loan,"263,610.00",Loan,000683
GENERAL,OPEN BAL,37,Customer,0262,01/01/2020,Open Bal Loan,Opening Balance Loan,"144,877.00",Loan,000688
GENERAL,OPEN BAL,38,Customer,0053,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,093,701.00",Loan,000691
GENERAL,OPEN BAL,39,Customer,0093,01/01/2020,Open Bal Loan,Opening Balance Loan,"116,334.00",Loan,000692
GENERAL,OPEN BAL,40,Customer,0611,01/01/2020,Open Bal Loan,Opening Balance Loan,"2,152.00",Loan,000694
GENERAL,OPEN BAL,41,Customer,0452,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,042,424.00",Loan,000712
GENERAL,OPEN BAL,42,Customer,0014,01/01/2020,Open Bal Loan,Opening Balance Loan,"101,000.00",Loan,000722
GENERAL,OPEN BAL,43,Customer,0008,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,129,279.00",Loan,000723
GENERAL,OPEN BAL,44,Customer,0023,01/01/2020,Open Bal Loan,Opening Balance Loan,"658,183.00",Loan,000730
GENERAL,OPEN BAL,45,Customer,0004,01/01/2020,Open Bal Loan,Opening Balance Loan,"2,064,453.00",Loan,000734
GENERAL,OPEN BAL,46,Customer,0520,01/01/2020,Open Bal Loan,Opening Balance Loan,"609,803.00",Loan,000743
GENERAL,OPEN BAL,47,Customer,0015,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,051,377.00",Loan,000748
GENERAL,OPEN BAL,48,Customer,0705,01/01/2020,Open Bal Loan,Opening Balance Loan,"473,265.00",Loan,000749
GENERAL,OPEN BAL,49,Customer,0202,01/01/2020,Open Bal Loan,Opening Balance Loan,"25,668.00",Loan,000750
GENERAL,OPEN BAL,50,Customer,0413,01/01/2020,Open Bal Loan,Opening Balance Loan,"211,068.00",Loan,000752
GENERAL,OPEN BAL,51,Customer,0693,01/01/2020,Open Bal Loan,Opening Balance Loan,"380,379.00",Loan,000754
GENERAL,OPEN BAL,52,Customer,0098,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,933,923.00",Loan,000757
GENERAL,OPEN BAL,53,Customer,0095,01/01/2020,Open Bal Loan,Opening Balance Loan,"400,551.00",Loan,000758
GENERAL,OPEN BAL,54,Customer,0002,01/01/2020,Open Bal Loan,Opening Balance Loan,"2,132,388.00",Loan,000759
GENERAL,OPEN BAL,55,Customer,0032,01/01/2020,Open Bal Loan,Opening Balance Loan,"954,608.00",Loan,000760
GENERAL,OPEN BAL,56,Customer,0111,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,452,196.00",Loan,000763
GENERAL,OPEN BAL,57,Customer,0264,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,791,140.00",Loan,000764
GENERAL,OPEN BAL,58,Customer,0005,01/01/2020,Open Bal Loan,Opening Balance Loan,"145,570.00",Loan,000767
GENERAL,OPEN BAL,59,Customer,0003,01/01/2020,Open Bal Loan,Opening Balance Loan,"6,653,511.00",Loan,000769
GENERAL,OPEN BAL,60,Customer,0067,01/01/2020,Open Bal Loan,Opening Balance Loan,"1,075,527.00",Loan,000770
GENERAL,OPEN BAL,61,Customer,0434,01/01/2020,Open Bal Loan,Opening Balance Loan,"918,451.00",Loan,000772
GENERAL,OPEN BAL,62,Customer,0464,01/01/2020,Open Bal Loan,Opening Balance Loan,"202,000.00",Loan,000776
GENERAL,OPEN BAL,63,Customer,0528,01/01/2020,Open Bal Loan,Opening Balance Loan,"489,800.00",Loan,000779
